,rowIndex,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,ClaimAmount
53085,53085,0.416,106,6,1,0,32,2,39,0,57,5,12,5,3,8,5,18,1,0.0
53091,53091,0.879,115,8,1,1,27,1,39,0,95,5,8,5,1,5,5,18,1,0.0
53099,53099,0.039,190,8,1,0,32,0,46,1,68,7,10,5,1,5,5,18,1,0.0
53120,53120,0.931,117,7,1,1,32,0,28,0,60,5,10,5,1,5,5,11,1,0.0
53126,53126,0.03,242,1,1,1,25,3,40,0,50,6,13,5,1,2,0,1,1,0.0
53148,53148,0.5,196,8,1,0,32,0,34,1,60,5,10,5,3,8,4,6,1,0.0
53174,53174,0.002,500,0,1,0,29,2,60,0,50,2,5,5,3,1,1,14,1,0.0
53177,53177,1.0,224,7,1,0,29,2,37,0,50,4,14,5,1,4,3,3,1,0.0
53200,53200,0.441,166,4,1,0,32,0,35,0,125,5,11,5,1,7,5,11,1,0.0
53218,53218,0.92,491,5,1,0,44,2,58,0,72,4,15,5,1,5,3,20,1,0.0
53222,53222,0.249,321,2,1,0,32,2,45,0,50,1,7,5,3,1,1,16,1,0.0
53239,53239,0.097,177,5,1,1,10,1,32,0,80,5,13,5,3,8,4,15,1,0.0
53257,53257,0.916,184,7,1,1,32,0,34,0,76,1,16,5,3,9,3,16,0,0.0
53262,53262,0.25,121,3,1,1,32,0,28,0,57,1,14,5,3,9,4,17,2,0.0
53263,53263,0.25,123,6,1,0,32,1,37,0,72,3,10,5,1,5,4,11,1,0.0
53268,53268,0.333,171,4,1,0,32,0,51,0,71,3,12,5,1,3,3,13,1,0.0
53272,53272,0.833,415,1,1,0,39,0,69,1,55,1,15,5,3,8,3,15,0,0.0
53313,53313,0.166,375,8,1,0,32,1,50,0,50,3,11,5,1,4,3,10,1,1204.0
53317,53317,0.166,413,6,1,0,32,0,52,0,50,3,13,5,3,7,3,7,1,0.0
53328,53328,0.928,467,0,0,1,32,1,57,0,50,2,2,5,3,1,1,15,1,0.0
53335,53335,0.333,416,5,1,0,44,2,58,0,50,5,15,5,1,8,3,10,0,0.0
53340,53340,0.416,73,1,0,0,32,1,25,0,95,1,4,5,3,1,1,4,1,0.0
53343,53343,0.333,339,6,1,0,32,1,50,0,50,3,14,5,1,5,3,15,2,0.0
53355,53355,0.25,358,6,1,0,32,1,49,0,50,5,10,5,1,5,5,13,1,0.0
53356,53356,0.706,351,3,1,0,34,1,47,0,50,3,14,5,1,5,3,16,1,0.0
53362,53362,0.45,532,3,1,0,32,0,62,1,50,1,4,5,3,1,1,17,1,0.0
53372,53372,0.368,221,6,0,1,34,1,38,0,95,5,10,5,1,5,5,8,1,0.0
53376,53376,0.033,389,8,1,0,32,1,60,0,100,6,15,5,1,2,3,13,0,0.0
53385,53385,0.333,332,7,1,0,34,1,51,0,50,5,9,5,1,5,5,12,1,0.0
53392,53392,0.583,360,8,0,1,32,1,53,0,57,5,9,5,1,6,4,19,1,0.0
53393,53393,0.358,302,1,0,0,32,0,43,0,56,2,13,5,3,9,5,16,0,0.0
53398,53398,0.497,111,3,0,1,32,1,29,0,100,2,5,5,3,1,1,17,1,0.0
53408,53408,0.02,129,5,1,0,32,1,28,0,57,5,12,5,3,8,4,11,0,0.0
53424,53424,0.368,168,0,0,0,0,0,58,1,56,5,13,5,3,8,3,18,1,0.0
53433,53433,0.666,493,1,1,0,34,0,60,0,53,3,14,5,3,8,3,8,2,0.0
53435,53435,0.042,314,5,1,0,32,0,54,1,72,4,13,5,1,5,3,19,0,0.0
53447,53447,0.568,201,3,1,0,34,0,35,0,57,4,12,5,1,3,3,15,1,0.0
53452,53452,0.833,417,6,1,0,25,3,53,0,50,4,13,5,1,5,3,5,0,0.0
53460,53460,0.128,481,4,1,0,32,1,61,0,62,7,16,5,3,9,3,17,2,0.0
53468,53468,0.333,421,5,1,0,30,2,53,0,55,8,11,5,1,6,0,5,1,0.0
53482,53482,0.12,338,8,1,0,32,1,48,0,50,7,14,5,3,6,3,8,1,0.0
53483,53483,0.75,336,7,1,0,32,1,47,0,50,6,18,5,3,9,3,15,0,0.0
53484,53484,0.666,151,7,0,0,32,1,30,0,51,5,10,5,1,5,5,10,1,0.0
53514,53514,0.196,255,5,1,0,25,3,39,0,50,4,14,5,1,5,3,5,1,0.0
53543,53543,0.499,560,0,0,0,32,2,65,0,50,2,14,5,3,9,5,17,2,0.0
53545,53545,0.5,423,2,0,0,0,0,56,0,50,2,3,5,3,1,1,16,2,0.0
53557,53557,0.5,58,7,0,0,32,1,22,0,85,5,6,5,1,4,2,20,1,0.0
53579,53579,0.583,460,0,1,0,32,1,56,0,50,3,14,5,3,8,3,8,1,0.0
53600,53600,0.663,402,5,1,0,34,0,59,0,50,3,12,5,1,3,3,14,1,0.0
53609,53609,1.0,234,8,1,0,32,1,43,0,72,5,8,5,1,4,4,11,0,0.0
53614,53614,0.707,310,6,1,0,32,1,44,0,51,7,14,5,1,8,5,16,0,0.0
53654,53654,0.5,290,6,1,0,32,0,45,0,51,5,13,5,3,8,3,17,1,0.0
53688,53688,1.0,127,5,1,0,34,2,29,0,76,7,11,5,1,6,5,7,1,0.0
53708,53708,0.416,186,7,1,1,32,0,33,0,54,6,17,5,1,4,3,18,0,0.0
53714,53714,0.617,126,0,0,1,32,1,27,1,80,2,2,5,3,1,1,9,1,0.0
53726,53726,0.75,68,7,0,1,32,1,23,0,100,5,7,5,1,5,4,20,1,0.0
53738,53738,0.286,591,3,1,0,39,0,68,0,50,2,5,5,3,1,1,5,1,0.0
53741,53741,0.714,122,0,1,1,32,2,28,0,85,2,3,5,3,1,1,12,1,0.0
53746,53746,0.083,415,5,1,0,32,1,53,0,58,5,11,5,3,8,4,4,1,0.0
53747,53747,0.631,119,0,0,0,32,0,38,0,80,2,5,5,3,1,1,20,1,0.0
53751,53751,0.499,239,7,1,0,32,0,53,0,50,5,19,5,1,6,3,13,2,0.0
53773,53773,0.583,247,5,1,0,29,0,45,0,53,4,12,5,1,3,3,13,1,0.0
53782,53782,0.422,295,6,0,1,32,0,47,0,50,8,5,5,1,3,4,13,1,0.0
53797,53797,0.083,374,5,0,0,32,0,51,1,50,5,12,5,3,8,4,6,1,0.0
53802,53802,0.25,216,8,1,0,32,0,37,0,60,4,13,5,1,3,3,9,1,0.0
53811,53811,0.083,243,7,1,0,34,1,38,0,80,3,13,5,1,3,3,16,1,0.0
53812,53812,0.083,258,0,1,0,0,2,40,0,54,1,5,5,3,1,1,6,2,0.0
53838,53838,0.076,125,3,1,0,29,0,29,1,76,6,13,5,3,9,5,1,1,0.0
53841,53841,0.827,93,0,1,1,32,1,33,0,100,2,3,5,3,1,1,18,1,0.0
53848,53848,0.213,361,5,1,0,32,1,52,0,76,2,3,5,3,1,1,13,1,0.0
53858,53858,0.083,246,8,0,0,20,0,69,0,50,2,11,5,3,6,5,6,1,0.0
53879,53879,0.116,309,1,1,0,32,1,44,0,50,6,15,5,1,3,3,8,0,0.0
53928,53928,0.666,240,7,1,0,32,0,49,1,64,3,12,5,1,5,3,13,0,0.0
53929,53929,0.083,415,5,1,0,32,1,53,0,58,5,11,5,3,8,4,4,1,0.0
53931,53931,0.299,133,8,0,0,32,1,29,0,90,5,12,5,1,7,3,9,1,0.0
53939,53939,0.151,210,7,0,0,32,2,37,0,60,3,12,5,1,4,3,11,1,0.0
53941,53941,0.416,203,2,0,0,32,1,37,0,50,1,5,5,3,1,1,16,1,0.0
53942,53942,0.833,90,6,1,1,10,1,28,0,68,7,8,5,1,5,4,18,1,0.0
53943,53943,0.494,251,4,1,0,32,1,41,0,85,1,14,5,3,9,3,18,2,0.0
54018,54018,0.676,275,4,1,0,29,1,53,0,51,3,12,5,1,5,3,19,1,0.0
54027,54027,1.0,491,1,1,0,32,1,60,0,95,2,4,5,3,1,1,8,1,0.0
54039,54039,0.583,217,6,1,0,32,1,48,0,50,5,15,5,1,8,3,11,2,0.0
54066,54066,0.2,488,3,0,0,32,0,59,1,97,2,1,5,3,1,1,13,0,0.0
54068,54068,0.5,300,7,1,0,34,0,43,0,50,3,12,5,1,5,3,15,0,0.0
54069,54069,0.14,293,1,0,0,32,1,44,0,59,2,4,5,3,1,1,18,1,0.0
54096,54096,0.749,126,6,1,0,32,1,37,0,68,3,10,5,1,5,4,11,1,0.0
54113,54113,0.025,83,2,0,1,32,1,29,0,68,1,5,5,3,1,1,16,1,0.0
54128,54128,0.333,115,8,1,1,32,0,37,1,64,8,7,5,1,4,4,19,1,0.0
54135,54135,0.14,261,1,1,0,32,0,47,0,50,5,9,5,1,4,4,20,1,0.0
54154,54154,0.833,425,2,1,0,32,0,77,1,50,2,2,5,3,1,1,7,1,4241.691843
54165,54165,0.499,439,7,1,0,32,2,55,0,50,5,9,5,1,5,4,11,2,0.0
54185,54185,0.075,290,6,1,0,32,2,42,0,85,4,14,5,1,5,3,6,0,0.0
54190,54190,0.75,345,7,1,0,0,0,50,0,51,6,19,5,3,9,5,8,2,0.0
54212,54212,0.789,43,8,1,1,32,1,25,0,95,5,10,5,1,5,5,20,1,1326.0
54220,54220,0.961,524,2,1,0,39,0,69,0,90,2,13,5,3,9,5,11,2,0.0
54233,54233,0.042,103,8,1,1,20,0,28,0,68,5,10,5,1,6,5,20,1,0.0
54256,54256,0.463,314,3,1,0,27,2,57,0,52,7,11,5,1,6,5,14,1,0.0
54295,54295,0.072,327,6,1,0,28,2,49,0,85,5,14,5,3,8,3,10,1,0.0
54315,54315,0.749,441,7,1,0,32,2,55,0,50,4,12,5,1,4,3,17,0,0.0
54316,54316,0.25,457,5,1,0,0,2,56,0,50,4,13,5,1,5,3,17,1,0.0
54319,54319,0.275,514,3,1,0,0,0,61,0,66,5,16,5,3,9,3,4,0,0.0
54320,54320,0.583,147,2,1,0,32,1,32,0,80,6,14,5,3,9,4,8,2,0.0
54340,54340,0.3,132,4,1,0,32,0,32,1,118,5,10,5,1,5,5,18,1,0.0
54342,54342,0.499,387,8,1,0,34,1,56,0,88,5,10,5,1,5,5,13,1,0.0
54344,54344,0.993,473,2,1,0,20,0,57,0,50,2,4,5,3,1,1,16,0,0.0
54354,54354,0.641,271,5,0,0,29,2,41,0,50,4,12,5,3,7,3,12,2,699.1957704
54369,54369,0.058,101,0,1,1,32,1,32,0,95,2,4,5,3,1,1,7,1,0.0
54376,54376,0.558,184,0,0,0,7,0,53,1,52,2,9,5,3,2,1,7,2,0.0
54381,54381,0.186,408,7,1,0,0,0,53,1,50,2,20,5,3,9,3,15,2,0.0
54382,54382,0.226,364,4,1,0,32,2,51,0,50,5,17,5,1,8,3,18,2,0.0
54430,54430,0.097,177,5,1,1,10,1,32,0,80,5,13,5,3,8,4,15,1,0.0
54433,54433,0.249,88,6,0,1,34,0,26,0,90,5,11,5,1,7,5,18,1,0.0
54437,54437,0.166,76,4,1,1,32,2,28,0,95,6,15,5,3,9,4,16,0,0.0
54438,54438,0.116,332,4,1,0,32,1,48,0,50,3,12,5,3,7,3,14,0,0.0
54447,54447,0.416,347,3,1,0,32,1,47,0,65,5,12,5,1,7,3,17,0,0.0
54449,54449,0.833,467,6,0,0,32,1,57,0,50,3,15,5,1,5,3,17,0,0.0
54474,54474,0.25,308,5,0,0,32,0,48,1,50,5,12,5,1,6,5,13,1,0.0
54481,54481,0.379,398,6,1,0,34,1,52,0,50,5,15,5,3,9,3,15,0,0.0
54491,54491,0.463,189,5,1,1,32,1,34,0,51,5,11,5,3,8,4,10,1,0.0
54504,54504,0.214,153,2,0,0,0,1,32,0,72,2,4,5,3,1,1,18,1,0.0
54523,54523,0.283,369,8,1,0,0,0,51,1,50,1,17,5,3,9,3,17,2,0.0
54531,54531,0.833,350,0,1,0,32,2,48,0,50,4,15,5,3,7,3,17,2,0.0
54555,54555,0.05,169,0,0,1,32,2,34,0,50,2,3,5,3,1,1,18,1,0.0
54566,54566,0.583,503,0,1,0,0,2,64,0,50,5,15,5,3,9,5,4,0,0.0
54587,54587,0.166,413,6,1,0,32,0,52,0,50,3,13,5,3,7,3,7,1,0.0
54608,54608,0.299,214,2,0,1,32,1,36,0,90,2,2,5,3,1,1,16,0,0.0
54617,54617,0.006,402,4,1,0,32,0,54,1,58,6,10,5,1,2,3,16,1,0.0
54626,54626,0.442,169,3,0,0,32,0,34,0,64,6,14,5,1,3,3,16,2,0.0
54645,54645,0.116,230,0,1,1,34,1,37,1,50,6,12,5,1,2,3,14,1,0.0
54666,54666,0.726,179,8,1,0,32,0,45,1,72,7,10,5,1,5,5,18,1,0.0
54670,54670,0.404,384,1,1,0,27,2,51,0,80,1,5,5,3,1,1,2,1,309.9734139
54684,54684,0.174,268,5,1,0,32,0,42,0,85,2,4,5,3,1,1,13,0,0.0
54697,54697,0.166,101,0,1,1,0,1,27,0,100,2,4,5,3,1,1,16,1,0.0
54701,54701,0.066,128,0,0,0,32,1,29,0,60,5,15,5,3,9,3,8,0,0.0
54702,54702,0.366,224,6,1,0,32,1,49,0,50,5,15,5,1,8,3,11,2,0.0
54704,54704,0.333,224,8,1,0,32,1,38,0,50,5,9,5,1,4,4,18,1,0.0
54708,54708,0.135,143,6,1,0,25,3,30,0,84,5,9,5,1,5,4,16,2,0.0
54721,54721,0.448,369,8,1,0,32,1,56,1,50,5,10,5,1,5,5,18,0,0.0
54769,54769,0.416,401,6,1,0,29,2,56,0,50,6,18,5,1,4,3,15,0,0.0
54781,54781,0.333,326,2,1,0,0,2,46,0,50,2,2,5,3,1,1,4,1,0.0
54792,54792,0.916,331,1,1,0,32,1,45,0,100,2,4,5,3,1,1,9,1,0.0
54844,54844,0.293,116,8,0,0,32,0,45,0,85,7,11,5,1,5,5,14,1,0.0
54849,54849,0.75,339,2,0,0,34,1,50,0,50,2,15,5,3,9,3,6,2,0.0
54850,54850,0.416,241,2,1,0,29,1,39,0,50,1,17,5,3,9,3,7,0,0.0
54885,54885,0.5,381,8,1,0,34,1,56,0,71,5,10,5,1,5,5,13,1,0.0
54889,54889,0.75,216,8,1,0,32,0,46,1,50,5,11,5,1,5,3,12,1,0.0
54920,54920,0.684,371,6,1,0,32,1,60,0,50,3,13,5,3,7,3,20,0,0.0
54938,54938,0.24,197,5,1,0,32,1,35,0,50,7,10,5,1,4,5,20,1,0.0
54943,54943,0.385,151,1,1,1,32,1,30,0,95,1,4,5,3,1,1,13,1,0.0
54948,54948,0.5,164,5,1,1,32,1,31,0,75,5,5,5,1,4,2,14,0,0.0
54964,54964,1.0,280,4,1,0,32,2,42,0,84,4,13,5,1,5,3,9,1,0.0
54991,54991,0.141,57,2,0,1,32,1,26,0,82,2,3,5,3,1,1,17,1,0.0
54993,54993,0.005,195,7,0,0,34,0,38,0,57,5,13,5,1,7,3,13,0,0.0
55009,55009,0.333,381,5,0,0,32,1,50,0,50,5,10,5,1,5,5,6,1,0.0
55012,55012,0.032,122,4,1,1,32,1,28,0,118,2,14,5,3,9,4,19,2,0.0
55025,55025,0.016,419,7,1,0,29,2,53,0,51,8,13,5,1,0,0,12,1,0.0
55051,55051,0.103,395,1,0,0,32,0,51,0,57,2,4,5,3,1,1,8,1,0.0
55067,55067,0.024,453,4,1,0,39,0,62,0,68,7,10,5,1,4,5,11,0,0.0
55091,55091,0.552,414,1,1,0,0,2,57,0,58,5,12,5,3,8,5,11,1,0.0
55106,55106,1.0,426,6,1,0,0,1,54,0,50,2,13,5,3,9,5,16,1,934.71571
55110,55110,0.095,116,8,1,1,32,1,27,0,64,5,9,5,1,6,4,17,0,0.0
55131,55131,0.255,334,8,1,0,34,1,50,0,54,0,11,5,1,1,0,13,1,0.0
55137,55137,0.749,163,3,0,1,32,0,31,0,85,2,4,5,3,1,1,9,1,888.37
55185,55185,0.208,484,8,1,0,32,0,61,0,62,4,12,5,1,3,3,17,2,0.0
55187,55187,1.0,224,7,1,0,29,2,37,0,50,4,14,5,1,4,3,3,1,0.0
55190,55190,0.006,249,2,1,0,32,1,40,0,50,2,14,5,3,9,5,16,0,0.0
55204,55204,0.23,171,2,1,0,32,2,32,0,82,2,5,5,3,1,1,17,1,0.0
55222,55222,0.255,414,6,1,0,32,2,52,0,50,4,10,5,1,5,4,16,1,0.0
55255,55255,0.166,169,6,1,0,27,0,39,0,112,5,11,5,1,7,5,12,0,0.0
55277,55277,0.327,51,8,1,1,32,1,28,0,100,5,7,5,1,5,2,20,2,0.0
55283,55283,0.002,600,4,1,0,32,1,68,0,50,6,17,5,1,4,3,17,0,0.0
55291,55291,0.135,143,6,1,0,25,3,30,0,84,5,9,5,1,5,4,16,2,0.0
55319,55319,0.416,369,8,1,0,32,1,58,0,50,7,10,5,1,5,5,15,0,0.0
55368,55368,1.0,487,8,0,1,34,0,60,0,50,5,8,5,1,4,4,19,0,0.0
55387,55387,0.78,652,5,0,0,39,0,74,0,50,5,10,5,1,5,5,17,1,0.0
55393,55393,0.366,340,8,1,0,29,2,53,0,62,5,12,5,1,6,3,16,1,0.0
55394,55394,0.106,293,0,1,0,32,2,42,0,90,2,5,5,3,1,1,16,1,0.0
55400,55400,0.736,352,0,1,0,0,2,54,0,50,3,14,5,3,8,3,10,1,0.0
55408,55408,0.102,348,2,1,0,32,3,47,0,55,6,16,5,1,4,3,13,0,0.0
55409,55409,0.05,228,6,1,0,32,1,49,0,50,5,15,5,1,8,3,11,2,0.0
55415,55415,0.725,182,1,1,1,32,1,33,0,60,2,14,5,3,9,4,9,2,0.0
55440,55440,0.102,243,7,1,1,32,1,38,0,62,3,14,5,1,4,3,6,1,0.0
55458,55458,0.883,283,5,1,0,32,1,42,1,50,5,12,5,3,8,4,20,1,0.0
55466,55466,0.211,154,3,1,0,34,1,31,0,51,5,12,5,3,8,4,14,0,0.0
55483,55483,0.666,229,5,1,0,34,0,37,0,57,5,12,5,3,8,4,15,1,0.0
55488,55488,0.595,558,1,1,0,32,1,65,0,56,7,14,5,3,8,5,17,1,0.0
55490,55490,0.499,241,4,1,0,29,0,38,0,50,3,13,5,1,5,3,18,1,0.0
55499,55499,0.75,451,6,1,0,39,0,67,1,55,6,11,5,1,1,0,18,2,0.0
55509,55509,0.149,243,1,1,0,32,0,39,0,67,2,14,5,3,9,4,16,2,0.0
55522,55522,0.5,231,7,0,0,34,0,46,0,52,5,12,5,1,5,3,19,1,0.0
55526,55526,0.583,527,3,1,0,32,1,62,0,50,7,16,5,3,9,5,7,0,0.0
55538,55538,0.583,460,0,1,0,32,1,56,0,50,3,14,5,3,8,3,8,1,0.0
55566,55566,0.916,169,0,0,0,32,1,32,0,72,2,3,5,3,1,1,6,1,0.0
55571,55571,0.249,303,4,1,0,32,1,45,0,55,7,16,5,3,8,3,6,0,0.0
55587,55587,0.93,298,8,1,0,32,1,43,0,54,7,15,5,1,8,3,18,1,1204.0
55638,55638,0.131,199,6,1,1,32,1,35,0,50,5,11,5,3,8,4,10,1,0.0
55644,55644,0.833,245,4,0,0,32,0,39,0,56,4,12,5,1,5,3,11,0,0.0
55646,55646,0.249,164,0,1,1,32,1,32,0,100,2,3,5,3,1,1,16,2,0.0
55648,55648,0.673,237,2,1,0,29,1,37,0,51,2,4,5,3,1,1,16,1,0.0
55674,55674,0.833,220,4,1,0,32,2,37,0,54,7,15,5,3,8,3,17,2,0.0
55699,55699,0.166,128,4,1,0,32,1,29,0,72,2,14,5,3,9,4,11,0,0.0
55708,55708,0.5,447,8,0,0,32,1,55,0,50,5,10,5,1,6,5,11,0,0.0
55716,55716,0.53,163,6,1,0,32,0,32,0,51,4,13,5,1,5,3,13,0,0.0
55731,55731,0.25,351,5,1,0,32,1,47,0,57,4,14,5,1,4,3,3,1,0.0
55749,55749,0.25,74,4,0,0,32,1,30,0,125,2,14,5,3,9,4,9,2,0.0
55751,55751,0.416,377,2,0,0,20,0,49,0,118,1,17,5,3,9,3,8,0,4998.056193
55772,55772,0.486,466,7,0,0,32,1,58,1,50,5,15,5,1,8,3,13,1,0.0
55831,55831,0.273,231,0,1,0,32,1,38,0,112,2,5,5,3,1,1,12,1,0.0
55843,55843,0.021,81,8,1,0,32,0,24,0,100,5,10,5,1,6,5,3,1,0.0
55846,55846,0.14,176,8,0,0,34,2,32,0,50,5,8,5,1,4,4,15,1,0.0
55857,55857,0.666,335,8,1,0,0,2,48,0,50,3,13,5,1,4,3,4,1,0.0
55858,55858,0.253,328,2,1,0,32,2,45,0,50,6,16,5,1,4,3,13,0,0.0
55866,55866,0.749,195,8,1,1,32,0,34,0,50,5,9,5,1,5,4,12,1,0.0
55875,55875,0.666,235,1,1,1,32,1,37,0,80,2,3,5,3,1,1,18,1,0.0
55878,55878,0.916,293,7,1,0,32,1,43,0,50,5,11,5,1,5,5,7,1,0.0
55893,55893,0.166,392,8,1,0,39,0,73,0,50,4,13,5,1,4,3,17,1,0.0
55917,55917,0.271,352,5,1,0,32,1,47,0,50,4,12,5,3,7,3,16,1,0.0
55922,55922,0.166,109,5,1,0,32,1,45,0,90,7,10,5,1,4,5,7,1,0.0
55939,55939,0.499,351,3,1,0,0,2,58,0,50,5,13,5,3,8,3,18,1,0.0
55948,55948,0.083,415,5,1,0,32,1,53,0,58,5,11,5,3,8,4,4,1,0.0
55956,55956,0.236,335,0,1,1,0,2,46,0,50,5,14,5,3,8,5,8,1,0.0
55992,55992,0.557,163,2,0,0,32,0,33,0,68,6,14,5,1,3,3,16,2,0.0
56008,56008,0.025,401,6,1,0,44,2,52,0,50,7,15,5,1,8,3,17,0,0.0
56021,56021,0.249,441,7,1,0,32,1,57,1,50,4,13,5,3,7,3,17,1,0.0
56022,56022,0.25,230,1,0,0,32,2,40,0,67,5,12,5,3,8,4,8,1,0.0
56031,56031,0.916,517,2,1,0,0,2,62,0,50,5,15,5,3,9,3,15,0,0.0
56042,56042,0.166,460,1,0,0,32,1,58,0,50,5,13,5,3,8,4,8,1,0.0
56054,56054,0.383,439,7,1,0,32,1,54,0,62,7,9,5,1,6,5,19,1,0.0
56066,56066,0.922,110,6,1,0,32,1,41,1,106,5,11,5,1,7,5,16,1,0.0
56081,56081,0.916,334,2,1,0,32,1,48,0,50,4,13,5,3,7,3,15,1,0.0
56085,56085,0.025,83,2,0,1,32,1,29,0,68,1,5,5,3,1,1,16,1,0.0
56086,56086,0.833,131,8,1,0,32,0,52,0,72,5,7,5,1,4,4,19,1,0.0
56088,56088,0.166,385,4,0,0,34,0,51,0,50,5,9,5,1,5,5,16,0,0.0
56101,56101,0.881,509,4,1,0,25,2,63,0,50,6,15,5,3,9,4,17,2,1696.146526
56104,56104,0.333,421,5,1,0,30,2,53,0,55,8,11,5,1,6,0,5,1,0.0
56115,56115,0.961,524,2,1,0,39,0,69,0,90,2,13,5,3,9,5,11,2,0.0
56156,56156,0.52,346,0,0,0,0,0,48,0,50,1,15,5,3,8,3,16,0,0.0
56169,56169,0.416,274,1,1,0,34,2,40,0,50,0,11,5,1,0,0,15,1,0.0
56172,56172,0.023,381,8,1,0,32,1,49,0,76,5,8,5,1,5,4,20,1,0.0
56178,56178,0.75,117,7,0,0,32,1,29,1,76,5,6,5,1,4,2,12,1,0.0
56185,56185,0.333,114,5,0,1,0,2,29,0,90,2,4,5,3,1,1,3,1,0.0
56210,56210,0.833,355,3,1,0,32,1,48,0,50,4,14,5,1,5,3,12,1,0.0
56215,56215,0.249,633,6,0,0,39,0,70,0,50,5,11,5,1,7,5,15,1,0.0
56242,56242,0.75,161,1,0,0,32,0,40,1,73,4,15,5,1,3,3,17,2,3041.95287
56248,56248,0.514,304,6,1,1,34,1,43,0,50,5,9,5,1,6,4,14,0,0.0
56251,56251,0.666,682,7,1,0,39,0,74,0,50,5,11,5,1,5,5,12,1,0.0
56256,56256,1.0,255,8,0,0,34,1,41,0,50,5,7,5,1,5,2,20,1,0.0
56281,56281,0.968,368,2,1,0,34,2,48,0,50,7,16,5,3,8,3,15,0,0.0
56295,56295,0.901,63,8,1,1,32,1,23,0,90,5,7,5,1,5,5,19,2,0.0
56307,56307,0.249,170,2,0,0,32,0,41,1,91,4,15,5,1,3,3,17,2,0.0
56319,56319,0.416,355,8,1,0,27,2,49,0,50,5,15,5,1,7,3,18,0,0.0
56323,56323,0.25,150,5,0,1,0,1,30,0,85,2,3,5,3,1,1,9,1,4946.684592
56335,56335,0.5,517,8,0,1,0,2,61,0,50,5,12,5,3,7,3,14,1,0.0
56345,56345,0.383,357,1,1,0,0,2,48,0,50,5,17,5,3,9,3,16,2,0.0
56405,56405,0.094,292,7,0,0,32,0,43,0,50,5,15,5,3,8,3,16,1,0.0
56432,56432,0.499,250,6,0,0,32,1,39,0,57,5,11,5,1,6,5,12,1,0.0
56437,56437,0.149,509,2,1,0,32,1,61,0,76,6,14,5,1,3,3,16,1,0.0
56439,56439,0.189,404,4,0,0,0,2,56,0,53,6,15,5,3,9,4,16,0,0.0
56462,56462,0.691,129,4,1,0,32,3,28,0,58,5,13,5,3,8,3,17,1,0.0
56464,56464,0.949,318,5,1,0,32,1,45,0,50,4,14,5,1,5,3,6,1,0.0
56481,56481,0.25,438,7,1,0,32,2,54,0,50,4,12,5,1,4,3,17,0,0.0
56490,56490,0.26,149,1,1,1,34,1,35,0,85,1,16,5,3,9,3,15,2,0.0
56504,56504,0.75,403,8,1,0,25,3,53,0,78,7,15,5,1,6,3,16,1,0.0
56508,56508,0.744,337,8,1,0,34,1,51,0,51,0,11,5,1,1,0,13,1,0.0
56509,56509,0.089,519,1,1,0,25,1,61,0,63,5,17,5,3,9,3,8,0,0.0
56521,56521,0.116,230,0,1,1,34,1,37,1,50,6,12,5,1,2,3,14,1,0.0
56523,56523,0.508,274,1,1,0,27,2,43,0,50,7,11,5,1,5,5,18,1,0.0
56534,56534,0.333,114,5,0,1,0,2,29,0,90,2,4,5,3,1,1,3,1,0.0
56538,56538,0.083,283,7,1,1,32,1,42,0,50,5,19,5,1,8,3,17,0,0.0
56550,56550,0.583,82,7,1,0,32,0,27,1,72,6,12,5,1,2,3,19,1,0.0
56556,56556,0.773,461,8,1,0,32,1,58,0,50,2,18,5,3,7,3,12,2,0.0
56559,56559,0.499,456,8,1,0,32,0,58,1,50,5,14,5,3,8,3,15,0,0.0
56566,56566,0.325,100,3,0,1,10,1,26,1,68,2,5,5,3,1,1,7,1,0.0
56589,56589,0.583,250,2,0,1,25,2,44,0,50,2,14,5,3,9,4,16,1,0.0
56601,56601,0.111,442,8,1,0,13,2,63,0,50,6,18,5,3,9,5,5,0,0.0
56643,56643,0.53,228,8,0,0,32,1,47,0,76,5,10,5,1,5,5,13,1,0.0
56667,56667,1.0,600,8,1,0,39,0,84,0,50,5,12,5,3,7,3,6,2,0.0
56668,56668,0.75,602,8,0,0,39,0,82,1,50,5,12,5,1,7,5,15,0,212.5794562
56685,56685,0.528,167,1,0,0,32,2,33,0,90,7,14,5,3,8,5,9,2,0.0
56712,56712,0.24,197,5,1,0,32,1,35,0,50,7,10,5,1,4,5,20,1,0.0
56713,56713,0.133,220,0,0,1,32,0,36,1,54,1,5,5,3,1,1,15,1,0.0
56724,56724,0.639,208,8,1,1,32,1,35,0,80,5,17,5,1,8,3,14,2,0.0
56733,56733,0.833,220,4,1,0,32,2,37,0,54,7,15,5,3,8,3,17,2,0.0
56734,56734,0.499,486,8,1,0,32,1,59,0,50,5,12,5,1,7,3,18,0,0.0
56753,56753,0.333,440,2,1,0,13,2,61,0,55,2,2,5,3,1,1,1,1,0.0
56755,56755,0.28,153,3,1,1,32,1,32,1,51,2,3,5,3,1,1,16,0,0.0
56770,56770,0.244,205,3,1,0,25,1,42,0,60,7,12,5,3,8,5,9,1,0.0
56796,56796,0.688,360,5,1,0,39,0,60,0,50,5,14,5,3,9,5,16,2,0.0
56814,56814,0.077,189,6,0,0,34,0,46,1,91,5,10,5,1,5,5,13,0,0.0
